date,sentiment_mean,sentiment_std,sentiment_min,sentiment_max,news_count,pct_positive,pct_negative,sentiment_anomaly
2016-04-23,-0.2650776505470276,0.4714771851054084,-0.9595763683319092,0.6727566719055176,15,0.06666666666666667,0.4,0.0
2016-04-24,-0.19636307869638717,0.4799102471588776,-0.9669642448425293,0.35911133885383606,7,0.14285714285714285,0.2857142857142857,0.0
2016-04-25,-0.1921814369118732,0.4273867328496233,-0.9374078512191772,0.6927151679992676,23,0.043478260869565216,0.2608695652173913,0.0
2016-04-26,-0.16641109436750412,0.6165189769778586,-0.9695590138435364,0.9254227876663208,24,0.20833333333333334,0.375,0.0
2016-04-27,-0.3257889221696293,0.5906764523346079,-0.9746929407119751,0.9358385801315308,34,0.08823529411764706,0.4411764705882353,-1.4818162505299566
2016-04-28,-0.2982011952183463,0.575972630792219,-0.9610878229141235,0.9494291543960571,22,0.09090909090909091,0.45454545454545453,-0.8881519787743252
2016-05-13,-0.3281768626636929,0.6858905989394857,-0.9689892530441284,0.9116101861000061,18,0.16666666666666666,0.5555555555555556,-1.107040489248824
2016-05-14,-0.1647334039211273,0.3473223646740895,-0.8339541554450989,0.0,10,0.0,0.2,1.1040843445826962
2016-05-15,-0.1616359523364476,0.4340819466845347,-0.9474246501922607,0.5067748427391052,14,0.07142857142857142,0.21428571428571427,1.009890582646952
2016-05-16,-0.19752791949680873,0.5341020133857787,-0.9683570861816406,0.9284313321113586,28,0.10714285714285714,0.35714285714285715,0.47366436352925934
2016-05-17,-0.11741087653420189,0.6208237132229174,-0.9537920951843262,0.9523473978042603,22,0.22727272727272727,0.36363636363636365,1.4046228531284475
2016-05-18,-0.09862344018344221,0.6008406487236017,-0.9445139169692993,0.9346490502357483,29,0.20689655172413793,0.3103448275862069,1.4282612062145896
2016-05-19,-0.9524567723274231,0.0,-0.9524567723274231,-0.9524567723274231,1,0.0,1.0,-3.1313448890820688
2016-06-08,-0.016215333342552186,0.6057697527505186,-0.9746988415718079,0.9147164225578308,20,0.3,0.3,1.0524064483236975
2016-06-09,-0.2244737559351428,0.4657419820577239,-0.9461087584495544,0.660528302192688,29,0.06896551724137931,0.3103448275862069,0.10589454317589402
2016-06-10,-0.417298158009847,0.5251497947228716,-0.9655537009239197,0.8323801159858704,21,0.047619047619047616,0.5238095238095238,-0.7600380114180888
2016-06-11,-0.21886817975477738,0.4607864227194697,-0.9685230851173401,0.5728686451911926,11,0.09090909090909091,0.36363636363636365,0.17933856893457034
2016-06-12,-0.10115523423467364,0.25716848155968014,-0.7191121578216553,0.0,14,0.0,0.14285714285714285,0.7252871976814171
2016-06-13,-0.13893646482498415,0.5089976251967598,-0.9664750099182129,0.9337818622589111,31,0.16129032258064516,0.2903225806451613,0.5194792347058472
2016-06-14,-0.9708421230316162,0.0,-0.9708421230316162,-0.9708421230316162,1,0.0,1.0,-2.755547129974755
2016-07-01,-0.12575069069862366,0.5862642464498173,-0.9586426019668579,0.8988106846809387,22,0.22727272727272727,0.36363636363636365,0.5707989361535478
2016-07-02,-0.22845330238342285,0.5873637920848652,-0.9346699714660645,0.9432668685913086,15,0.13333333333333333,0.4,0.17281986246080158
2016-07-03,-0.23528515750711615,0.5495906748684909,-0.9368779063224792,0.8315123915672302,11,0.09090909090909091,0.36363636363636365,0.1546948256753663
2016-07-04,-0.19656232228645912,0.6747147706885035,-0.974101185798645,0.9231989979743958,13,0.23076923076923078,0.38461538461538464,0.31448339807027925
2016-07-05,-0.29611876904964446,0.5150571890213065,-0.9444535374641418,0.9284671545028687,20,0.05,0.4,-0.08600031379640415
2016-07-06,-0.5767826164762179,0.39551867878330393,-0.9654332399368286,0.0,24,0.0,0.7083333333333334,-1.1048750175578324
2016-07-07,-0.010827332735061646,0.7660058257098231,-0.9596914052963257,0.9163820743560791,4,0.25,0.25,0.9762207758157908
2016-07-20,-0.24312856105657724,0.474280189543969,-0.9611093997955322,0.8736618757247925,26,0.07692307692307693,0.38461538461538464,0.12469849504923884
2016-07-21,-0.32268302336983057,0.4264211117931276,-0.9743003249168396,0.0,23,0.0,0.391304347826087,-0.14379947451212233
2016-07-22,-0.18307151079177855,0.5641005432525591,-0.9722939729690552,0.9456337094306946,25,0.12,0.32,0.3784704089786647
2016-07-23,-0.16764353381262886,0.34691285490758667,-0.9512474536895752,0.0,9,0.0,0.2222222222222222,0.4483037311844819
2016-07-24,-0.11986277997493744,0.4835378018652294,-0.9599966406822205,0.9001015424728394,12,0.08333333333333333,0.25,0.6347056657317576
2016-07-25,-0.3839419589323156,0.5204947001476338,-0.9668686985969543,0.6251872777938843,17,0.058823529411764705,0.47058823529411764,-0.5832527348746831
2016-07-26,0.0,0.0,0.0,0.0,1,0.0,0.0,1.1982176201627226
2016-10-01,-0.3937574674685796,0.5940183530627097,-0.9421005845069885,0.8002661466598511,12,0.16666666666666666,0.6666666666666666,-0.5853604599586946
2016-10-02,-0.039650604128837585,0.39876077220693446,-0.9208693504333496,0.6457474827766418,14,0.14285714285714285,0.21428571428571427,0.9458662342175095
2016-10-03,-0.2757209406958686,0.5767041153085503,-0.9593895673751831,0.8759235739707947,18,0.1111111111111111,0.4444444444444444,-0.11465509404284667
2016-10-04,-0.303001011411349,0.6020764463024785,-0.9679436087608337,0.9366241097450256,24,0.125,0.5,-0.19512436452944204
2016-10-05,-0.13664060018279336,0.6752940966844718,-0.9471921920776367,0.9386552572250366,22,0.22727272727272727,0.4090909090909091,0.5697572546024882
2016-10-06,-0.24697572141885757,0.3574056961075769,-0.9552006125450134,0.0,20,0.0,0.35,-0.1631886923762602
2016-10-28,-0.24086338561028242,0.6178990491184049,-0.9504162669181824,0.9409188628196716,32,0.15625,0.4375,-0.07889891841567459
2016-10-29,-0.20024217800660568,0.48675188725192853,-0.9109381437301636,0.7573589086532593,11,0.09090909090909091,0.36363636363636365,0.20691421319723394
2016-10-30,-0.09181773662567139,0.6117481875483581,-0.9061420559883118,0.8709620237350464,14,0.21428571428571427,0.35714285714285715,0.9222431299117186
2016-10-31,-0.34823803007602694,0.5063269148426565,-0.9691804647445679,0.9224262833595276,20,0.05,0.5,-0.8321563573269403
2016-11-01,-0.29706908017396927,0.5529484102067209,-0.9709663987159729,0.9273973703384399,24,0.08333333333333333,0.4166666666666667,-0.47449594258912264
2016-11-02,-0.2512055730819702,0.5288495054468739,-0.9722248911857605,0.9262011051177979,25,0.08,0.4,-0.32553805610608294
2017-06-11,0.0,0.0,0.0,0.0,3,0.0,0.0,1.7850285954557867
2017-06-12,-0.6423047312668392,0.4270731918186538,-0.9679777026176453,0.0,14,0.0,0.7142857142857143,-2.680400808660303
2017-06-13,-0.31304411093393963,0.6331671244500755,-0.96326744556427,0.906466007232666,15,0.13333333333333333,0.5333333333333333,-0.5323494300416202
2017-06-14,-0.3002806268632412,0.6728625780116063,-0.9563267230987549,0.888074517250061,16,0.1875,0.5625,-0.4096307429224409
2017-06-15,-0.2512870838767604,0.4860398943646726,-0.9706876873970032,0.8747599124908447,19,0.05263157894736842,0.3684210526315789,-0.06240033567586272
2017-06-16,-0.1124154294238371,0.6585558225075344,-0.9656445384025574,0.9080752730369568,17,0.23529411764705882,0.35294117647058826,0.8463053519886599
2017-07-02,-0.1439613215625286,0.4310159183573528,-0.9616752862930298,0.7960636019706726,16,0.0625,0.25,0.5695463847152856
2017-07-03,-0.24830663629940578,0.47092217066984904,-0.9423086643218994,0.5934110879898071,14,0.07142857142857142,0.35714285714285715,-0.04619387511245959
2017-07-04,-0.34498290220896405,0.4239883684809134,-0.8929164409637451,0.0,9,0.0,0.4444444444444444,-0.7671624817334187
2017-07-05,-0.4175397473223069,0.4782206184324343,-0.9718201756477356,0.637772262096405,17,0.058823529411764705,0.5882352941176471,-1.1824930609711553
2017-07-06,-0.07934448619683583,0.6181926949279416,-0.9716046452522278,0.9185635447502136,12,0.16666666666666666,0.25,1.2049006943373048
2017-07-07,-0.5702733794848124,0.43153096523157025,-0.9660429358482361,0.0,12,0.0,0.6666666666666666,-1.9581860330036327
2018-02-09,-0.34133906761805216,0.4947339402245303,-0.9643236398696899,0.7753996849060059,15,0.06666666666666667,0.5333333333333333,-0.4451869254935884
2018-02-10,-0.20660570689610072,0.37267038462832297,-0.9308406114578247,0.0,7,0.0,0.2857142857142857,0.40624168415909323
2018-02-11,-0.3503643274307251,0.4813535388289537,-0.9313238263130188,0.0,5,0.0,0.4,-0.4765582899142909
2018-02-12,-0.2581889182329178,0.4535210970087294,-0.9532505869865417,0.6274893879890442,14,0.07142857142857142,0.42857142857142855,0.12965907636688334
2018-02-13,-0.1658860519528389,0.7179843971351284,-0.9444894790649414,0.9221249222755432,8,0.25,0.5,0.7634221594985896
2018-02-14,-0.18873377550732007,0.646500954741544,-0.9557639956474304,0.8220816254615784,11,0.2727272727272727,0.45454545454545453,0.5590468241402607
2018-03-15,-0.12310398476464408,0.5770316472031842,-0.9249334335327148,0.8865571022033691,14,0.14285714285714285,0.2857142857142857,0.9105522158762873
